iau_id1,year,students5_estimated
IAU-004210-1,1980,2089
IAU-004210-1,1985,2901
IAU-004210-1,1990,3557
IAU-004210-1,1995,4663
IAU-004210-1,2000,6007
IAU-004210-1,2005,7312
IAU-004210-1,2010,8617
IAU-004210-1,2015,7509
IAU-004210-1,2020,10994
IAU-004439-1,1950,2244
IAU-004439-1,1955,2920
IAU-004439-1,1960,3839
IAU-004439-1,1965,5183
IAU-004439-1,1970,6503
IAU-004439-1,1975,6382
IAU-004439-1,1980,6721
IAU-004439-1,1985,8619
IAU-004439-1,1990,10762
IAU-004439-1,1995,11435
IAU-004439-1,2000,11870
IAU-004439-1,2005,12731
IAU-004439-1,2010,14312
IAU-004439-1,2015,16541
IAU-004439-1,2020,21853
IAU-004440-1,2010,2461
IAU-004440-1,2015,2902
IAU-004440-1,2020,3126
IAU-004959-1,2010,8248
IAU-004959-1,2015,9914
IAU-004959-1,2020,11963
IAU-004960-1,2000,4240
IAU-004960-1,2005,4205
IAU-004960-1,2010,4285
IAU-004960-1,2015,3790
IAU-004960-1,2020,5445
IAU-007088-1,2000,531
IAU-007088-1,2005,587
IAU-007088-1,2010,704
IAU-007088-1,2015,843
IAU-007088-1,2020,942
IAU-007089-1,2005,1240
IAU-007089-1,2010,1487
IAU-007089-1,2015,1781
IAU-007089-1,2020,1961
IAU-007097-1,2000,12946
IAU-007097-1,2005,14010
IAU-007097-1,2010,15472
IAU-007097-1,2015,16159
IAU-007097-1,2020,19930
IAU-007444-1,2000,2270
IAU-007444-1,2005,4326
IAU-007444-1,2010,6382
IAU-007444-1,2015,7812
IAU-007444-1,2020,6804
IAU-007928-1,1950,642
IAU-007928-1,1955,639
IAU-007928-1,1960,639
IAU-007928-1,1965,667
IAU-007928-1,1970,704
IAU-007928-1,1975,723
IAU-007928-1,1980,738
IAU-007928-1,1985,746
IAU-007928-1,1990,756
IAU-007928-1,1995,763
IAU-007928-1,2000,770
IAU-007928-1,2005,773
IAU-007928-1,2010,780
IAU-007928-1,2015,786
IAU-007928-1,2020,783
IAU-009517-1,1950,
IAU-009517-1,1955,
IAU-009517-1,1960,308
IAU-009517-1,1965,421
IAU-009517-1,1970,583
IAU-009517-1,1975,789
IAU-009517-1,1980,956
IAU-009517-1,1985,1127
IAU-009517-1,1990,1366
IAU-009517-1,1995,1637
IAU-009517-1,2000,1902
IAU-009517-1,2005,2220
IAU-009517-1,2010,2520
IAU-009517-1,2015,2947
IAU-009517-1,2020,3083
IAU-010055-1,1995,336
IAU-010055-1,2000,447
IAU-010055-1,2005,582
IAU-010055-1,2010,1539
IAU-010055-1,2015,2087
IAU-010055-1,2020,3161
IAU-013243-1,2010,971
IAU-013243-1,2015,1163
IAU-013243-1,2020,1300
IAU-013252-1,2005,2020
IAU-013252-1,2010,2400
IAU-013252-1,2015,2944
IAU-013252-1,2020,3293
IAU-014590-1,2000,2402
IAU-014590-1,2005,3017
IAU-014590-1,2010,3720
IAU-014590-1,2015,4694
IAU-014590-1,2020,4057
IAU-018812-1,1995,669
IAU-018812-1,2000,1020
IAU-018812-1,2005,1512
IAU-018812-1,2010,2209
IAU-018812-1,2015,2892
IAU-018812-1,2020,3116
IAU-019314-1,1950,2149
IAU-019314-1,1955,2058
IAU-019314-1,1960,2384
IAU-019314-1,1965,3407
IAU-019314-1,1970,4035
IAU-019314-1,1975,4699
IAU-019314-1,1980,5350
IAU-019314-1,1985,6223
IAU-019314-1,1990,6665
IAU-019314-1,1995,7348
IAU-019314-1,2000,7525
IAU-019314-1,2005,7923
IAU-019314-1,2010,10104
IAU-019314-1,2015,11406
IAU-019314-1,2020,12735
IAU-019316-1,1950,
IAU-019316-1,1955,1828
IAU-019316-1,1960,1830
IAU-019316-1,1965,2319
IAU-019316-1,1970,3366
IAU-019316-1,1975,4292
IAU-019316-1,1980,5344
IAU-019316-1,1985,6245
IAU-019316-1,1990,7518
IAU-019316-1,1995,8869
IAU-019316-1,2000,10478
IAU-019316-1,2005,11581
IAU-019316-1,2010,13887
IAU-019316-1,2015,16624
IAU-019316-1,2020,18576
IAU-019351-1,1950,99
IAU-019351-1,1955,131
IAU-019351-1,1960,152
IAU-019351-1,1965,197
IAU-019351-1,1970,273
IAU-019351-1,1975,354
IAU-019351-1,1980,454
IAU-019351-1,1985,565
IAU-019351-1,1990,713
IAU-019351-1,1995,520
IAU-019351-1,2000,931
IAU-019351-1,2005,1350
IAU-019351-1,2010,1950
IAU-019351-1,2015,2660
IAU-019351-1,2020,3052
IAU-019368-1,1950,722
IAU-019368-1,1955,848
IAU-019368-1,1960,980
IAU-019368-1,1965,1180
IAU-019368-1,1970,1356
IAU-019368-1,1975,1564
IAU-019368-1,1980,1774
IAU-019368-1,1985,2116
IAU-019368-1,1990,3152
IAU-019368-1,1995,3964
IAU-019368-1,2000,4528
IAU-019368-1,2005,5241
IAU-019368-1,2010,5983
IAU-019368-1,2015,7133
IAU-019368-1,2020,8582
IAU-019377-1,1950,2244
IAU-019377-1,1955,2741
IAU-019377-1,1960,3268
IAU-019377-1,1965,5685
IAU-019377-1,1970,8402
IAU-019377-1,1975,11598
IAU-019377-1,1980,13940
IAU-019377-1,1985,16314
IAU-019377-1,1990,18599
IAU-019377-1,1995,17105
IAU-019377-1,2000,19764
IAU-019377-1,2005,22202
IAU-019377-1,2010,23639
IAU-019377-1,2015,25587
IAU-019377-1,2020,25902
IAU-019584-1,1950,859
IAU-019584-1,1955,1331
IAU-019584-1,1960,1757
IAU-019584-1,1965,2474
IAU-019584-1,1970,3058
IAU-019584-1,1975,3239
IAU-019584-1,1980,4031
IAU-019584-1,1985,5033
IAU-019584-1,1990,5708
IAU-019584-1,1995,7799
IAU-019584-1,2000,8868
IAU-019584-1,2005,9538
IAU-019584-1,2010,9800
IAU-019584-1,2015,9976
IAU-019584-1,2020,10000
IAU-019587-1,1950,2088
IAU-019587-1,1955,2442
IAU-019587-1,1960,3281
IAU-019587-1,1965,3995
IAU-019587-1,1970,4763
IAU-019587-1,1975,7975
IAU-019587-1,1980,9092
IAU-019587-1,1985,10752
IAU-019587-1,1990,11702
IAU-019587-1,1995,13356
IAU-019587-1,2000,13000
IAU-019587-1,2005,14388
IAU-019587-1,2010,14655
IAU-019587-1,2015,14911
IAU-019587-1,2020,17095
IAU-019606-1,1950,1520
IAU-019606-1,1955,1296
IAU-019606-1,1960,1624
IAU-019606-1,1965,2236
IAU-019606-1,1970,3100
IAU-019606-1,1975,4012
IAU-019606-1,1980,5000
IAU-019606-1,1985,5964
IAU-019606-1,1990,6832
IAU-019606-1,1995,8344
IAU-019606-1,2000,9060
IAU-019606-1,2005,10060
IAU-019606-1,2010,11577
IAU-019606-1,2015,13711
IAU-019606-1,2020,15423
IAU-019628-1,1950,371
IAU-019628-1,1955,380
IAU-019628-1,1960,629
IAU-019628-1,1965,1076
IAU-019628-1,1970,1388
IAU-019628-1,1975,1612
IAU-019628-1,1980,1888
IAU-019628-1,1985,2109
IAU-019628-1,1990,2435
IAU-019628-1,1995,3081
IAU-019628-1,2000,3372
IAU-019628-1,2005,3330
IAU-019628-1,2010,3703
IAU-019628-1,2015,4253
IAU-019628-1,2020,4299
IAU-021864-024251-1,1990,9683
IAU-021864-024251-1,1995,11423
IAU-021864-024251-1,2000,13496
IAU-021864-024251-1,2005,14917
IAU-021864-024251-1,2010,17887
IAU-021864-024251-1,2015,21412
IAU-021864-024251-1,2020,23926
IAU-021864-024254-1,2010,17887
IAU-021864-024254-1,2015,21412
IAU-021864-024254-1,2020,23926
IAU-021864-024255-1,2010,1719
IAU-021864-024255-1,2015,2058
IAU-021864-024255-1,2020,2300
IAU-021864-1,2000,18144
IAU-021864-1,2005,14274
IAU-021864-1,2010,13087
IAU-021864-1,2015,12357
IAU-021864-1,2020,5785
IAU-027247-1,1995,1951
IAU-027247-1,2000,2049
IAU-027247-1,2005,2061
IAU-027247-1,2010,2101
IAU-027247-1,2015,2132
IAU-027247-1,2020,1958
IAU-027248-1,2010,1537
IAU-027248-1,2015,1840
IAU-027248-1,2020,2057
IAU-027251-1,1970,57
IAU-027251-1,1975,73
IAU-027251-1,1980,91
IAU-027251-1,1985,106
IAU-027251-1,1990,128
IAU-027251-1,1995,151
IAU-027251-1,2000,178
IAU-027251-1,2005,197
IAU-027251-1,2010,236
IAU-027251-1,2015,283
IAU-027251-1,2020,317
IAU-000742-1,2005,10172
IAU-000742-1,2010,13039
IAU-000742-1,2015,13291
IAU-000742-1,2020,14177
IAU-000746-1,2005,34172
IAU-000746-1,2010,53981
IAU-000746-1,2015,64471
IAU-000746-1,2020,31784
IAU-006880-1,2005,10172
IAU-006880-1,2010,13039
IAU-006880-1,2015,13291
IAU-006880-1,2020,14177
IAU-007306-1,1985,5352
IAU-007306-1,1990,7293
IAU-007306-1,1995,9662
IAU-007306-1,2000,13097
IAU-007306-1,2005,17079
IAU-007306-1,2010,22002
IAU-007306-1,2015,56261
IAU-007306-1,2020,31026
IAU-007308-1,2005,16748
IAU-007308-1,2010,21851
IAU-007308-1,2015,56287
IAU-007308-1,2020,31743
IAU-008052-1,2005,16730
IAU-008052-1,2010,21843
IAU-008052-1,2015,22735
IAU-008052-1,2020,24720
IAU-009584-1,2010,13034
IAU-009584-1,2015,13297
IAU-009584-1,2020,14196
IAU-009833-1,1980,3450
IAU-009833-1,1985,4626
IAU-009833-1,1990,9325
IAU-009833-1,1995,12878
IAU-009833-1,2000,17358
IAU-009833-1,2005,26995
IAU-009833-1,2010,27130
IAU-009833-1,2015,27265
IAU-009833-1,2020,27400
IAU-009834-1,2005,10194
IAU-009834-1,2010,13049
IAU-009834-1,2015,13279
IAU-009834-1,2020,14140
IAU-009835-1,2005,10194
IAU-009835-1,2010,13049
IAU-009835-1,2015,13279
IAU-009835-1,2020,14140
IAU-009837-1,1950,30
IAU-009837-1,1955,
IAU-009837-1,1960,
IAU-009837-1,1965,
IAU-009837-1,1970,
IAU-009837-1,1975,
IAU-009837-1,1980,56245
IAU-009837-1,1985,69357
IAU-009837-1,1990,80731
IAU-009837-1,1995,81588
IAU-009837-1,2000,83343
IAU-009837-1,2005,87320
IAU-009837-1,2010,102755
IAU-009837-1,2015,116551
IAU-009837-1,2020,130347
IAU-009838-1,1975,3511
IAU-009838-1,1980,5449
IAU-009838-1,1985,12208
IAU-009838-1,1990,17749
IAU-009838-1,1995,20626
IAU-009838-1,2000,23123
IAU-009838-1,2005,29807
IAU-009838-1,2010,63010
IAU-009838-1,2015,92922
IAU-009838-1,2020,122834
IAU-009859-1,1950,30
IAU-009859-1,1955,30
IAU-009859-1,1960,580
IAU-009859-1,1965,3125
IAU-009859-1,1970,6491
IAU-009859-1,1975,17940
IAU-009859-1,1980,29766
IAU-009859-1,1985,38703
IAU-009859-1,1990,47428
IAU-009859-1,1995,55851
IAU-009859-1,2000,57099
IAU-009859-1,2005,79626
IAU-009859-1,2010,105788
IAU-009859-1,2015,126717
IAU-009859-1,2020,147646
IAU-016036-1,2010,13034
IAU-016036-1,2015,13297
IAU-016036-1,2020,14196
IAU-016382-1,2010,13034
IAU-016382-1,2015,13297
IAU-016382-1,2020,14196
IAU-021109-1,2010,13034
IAU-021109-1,2015,13297
IAU-021109-1,2020,14196
IAU-021671-1,2010,13024
IAU-021671-1,2015,13310
IAU-021671-1,2020,14234
IAU-023927-1,2010,13029
IAU-023927-1,2015,13303
IAU-023927-1,2020,14215
IAU-026953-1,2015,3586
IAU-026953-1,2020,3846
IAU-000075-1,2000,1238
IAU-000075-1,2005,1301
IAU-000075-1,2010,1375
IAU-000075-1,2015,1387
IAU-000075-1,2020,2200
IAU-003860-1,1950,651
IAU-003860-1,1955,750
IAU-003860-1,1960,864
IAU-003860-1,1965,996
IAU-003860-1,1970,1666
IAU-003860-1,1975,2835
IAU-003860-1,1980,6704
IAU-003860-1,1985,7206
IAU-003860-1,1990,7677
IAU-003860-1,1995,8228
IAU-003860-1,2000,8686
IAU-003860-1,2005,9582
IAU-003860-1,2010,10599
IAU-003860-1,2015,12242
IAU-003860-1,2020,15747
IAU-003863-1,1990,361
IAU-003863-1,1995,500
IAU-003863-1,2000,357
IAU-003863-1,2005,517
IAU-003863-1,2010,1379
IAU-003863-1,2015,2695
IAU-003863-1,2020,4341
IAU-003864-1,1995,1161
IAU-003864-1,2000,3434
IAU-003864-1,2005,3610
IAU-003864-1,2010,3816
IAU-003864-1,2015,3850
IAU-003864-1,2020,5457
IAU-003865-1,1960,
IAU-003865-1,1965,1391
IAU-003865-1,1970,3077
IAU-003865-1,1975,6957
IAU-003865-1,1980,8501
IAU-003865-1,1985,8456
IAU-003865-1,1990,8825
IAU-003865-1,1995,8377
IAU-003865-1,2000,7800
IAU-003865-1,2005,7000
IAU-003865-1,2010,6200
IAU-003865-1,2015,7614
IAU-003865-1,2020,9266
IAU-003866-1,1975,364
IAU-003866-1,1980,500
IAU-003866-1,1985,671
IAU-003866-1,1990,914
IAU-003866-1,1995,1171
IAU-003866-1,2000,1559
IAU-003866-1,2005,2052
IAU-003866-1,2010,2279
IAU-003866-1,2015,2782
IAU-003866-1,2020,3844
IAU-007569-1,1995,1206
IAU-007569-1,2000,3568
IAU-007569-1,2005,3751
IAU-007569-1,2010,3965
IAU-007569-1,2015,4000
IAU-007569-1,2020,5670
IAU-010591-1,1950,
IAU-010591-1,1955,
IAU-010591-1,1960,181
IAU-010591-1,1965,284
IAU-010591-1,1970,478
IAU-010591-1,1975,646
IAU-010591-1,1980,861
IAU-010591-1,1985,1108
IAU-010591-1,1990,1434
IAU-010591-1,1995,1676
IAU-010591-1,2000,2019
IAU-010591-1,2005,2383
IAU-010591-1,2010,2676
IAU-010591-1,2015,2877
IAU-010591-1,2020,3966
IAU-011991-1,2000,341
IAU-011991-1,2005,359
IAU-011991-1,2010,380
IAU-011991-1,2015,602
IAU-011991-1,2020,853
IAU-014098-1,2000,1747
IAU-014098-1,2005,1836
IAU-014098-1,2010,1941
IAU-014098-1,2015,1958
IAU-014098-1,2020,3105
IAU-016091-1,1995,3871
IAU-016091-1,2000,3642
IAU-016091-1,2005,3620
IAU-016091-1,2010,3610
IAU-016091-1,2015,3340
IAU-016091-1,2020,3435
IAU-016094-1,1980,769
IAU-016094-1,1985,766
IAU-016094-1,1990,761
IAU-016094-1,1995,759
IAU-016094-1,2000,754
IAU-016094-1,2005,758
IAU-016094-1,2010,762
IAU-016094-1,2015,760
IAU-016094-1,2020,777
IAU-016095-1,1950,
IAU-016095-1,1955,
IAU-016095-1,1960,191
IAU-016095-1,1965,299
IAU-016095-1,1970,510
IAU-016095-1,1975,686
IAU-016095-1,1980,910
IAU-016095-1,1985,1160
IAU-016095-1,1990,1489
IAU-016095-1,1995,1726
IAU-016095-1,2000,2064
IAU-016095-1,2005,2424
IAU-016095-1,2010,2700
IAU-016095-1,2015,3297
IAU-016095-1,2020,4000
IAU-016096-1,1995,754
IAU-016096-1,2000,2248
IAU-016096-1,2005,2312
IAU-016096-1,2010,2384
IAU-016096-1,2015,2396
IAU-016096-1,2020,2902
IAU-016097-1,1995,1504
IAU-016097-1,2000,1863
IAU-016097-1,2005,2246
IAU-016097-1,2010,2596
IAU-016097-1,2015,2877
IAU-016097-1,2020,4138
IAU-016098-1,1950,
IAU-016098-1,1955,
IAU-016098-1,1960,
IAU-016098-1,1965,2959
IAU-016098-1,1970,3778
IAU-016098-1,1975,5459
IAU-016098-1,1980,5775
IAU-016098-1,1985,6170
IAU-016098-1,1990,6565
IAU-016098-1,1995,6523
IAU-016098-1,2000,3720
IAU-016098-1,2005,1532
IAU-016098-1,2010,5593
IAU-016098-1,2015,7704
IAU-016098-1,2020,10368
IAU-016100-1,1950,79
IAU-016100-1,1955,116
IAU-016100-1,1960,170
IAU-016100-1,1965,249
IAU-016100-1,1970,459
IAU-016100-1,1975,855
IAU-016100-1,1980,1149
IAU-016100-1,1985,1413
IAU-016100-1,1990,1725
IAU-016100-1,1995,2117
IAU-016100-1,2000,1297
IAU-016100-1,2005,2152
IAU-016100-1,2010,4070
IAU-016100-1,2015,7062
IAU-016100-1,2020,8445
IAU-016101-2,1950,660
IAU-016101-2,1955,834
IAU-016101-2,1960,2082
IAU-016101-2,1965,
IAU-016101-2,1970,
IAU-016101-2,1975,
IAU-016101-2,1980,
IAU-016101-2,1985,
IAU-016101-2,1990,
IAU-016101-2,1995,
IAU-016101-2,2000,
IAU-016101-2,2005,
IAU-016101-2,2010,
IAU-016101-2,2015,13946
IAU-016101-2,2020,20171
IAU-023194-1,1950,
IAU-023194-1,1955,
IAU-023194-1,1960,104
IAU-023194-1,1965,172
IAU-023194-1,1970,277
IAU-023194-1,1975,417
IAU-023194-1,1980,569
IAU-023194-1,1985,749
IAU-023194-1,1990,1001
IAU-023194-1,1995,1259
IAU-023194-1,2000,1640
IAU-023194-1,2005,2119
IAU-023194-1,2010,2324
IAU-023194-1,2015,2877
IAU-023194-1,2020,3957
IAU-001053-1,1960,
IAU-001053-1,1965,
IAU-001053-1,1970,46
IAU-001053-1,1975,140
IAU-001053-1,1980,260
IAU-001053-1,1985,320
IAU-001053-1,1990,383
IAU-001053-1,1995,363
IAU-001053-1,2000,401
IAU-001053-1,2005,828
IAU-001053-1,2010,1724
IAU-001053-1,2015,3084
IAU-001053-1,2020,4521
IAU-002022-1,2005,562
IAU-002022-1,2010,691
IAU-002022-1,2015,932
IAU-002022-1,2020,1262
IAU-002817-1,2000,446
IAU-002817-1,2005,566
IAU-002817-1,2010,694
IAU-002817-1,2015,930
IAU-002817-1,2020,1136
IAU-002820-1,1985,395
IAU-002820-1,1990,664
IAU-002820-1,1995,1091
IAU-002820-1,2000,1659
IAU-002820-1,2005,2545
IAU-002820-1,2010,3472
IAU-002820-1,2015,4743
IAU-002820-1,2020,5954
IAU-002821-1,2000,276
IAU-002821-1,2005,571
IAU-002821-1,2010,1190
IAU-002821-1,2015,1744
IAU-002821-1,2020,2256
IAU-002822-1,1995,1375
IAU-002822-1,2000,3966
IAU-002822-1,2005,8152
IAU-002822-1,2010,14849
IAU-002822-1,2015,36455
IAU-002822-1,2020,60415
IAU-002823-1,2005,2090
IAU-002823-1,2010,3185
IAU-002823-1,2015,4760
IAU-002823-1,2020,
IAU-002997-1,1965,122
IAU-002997-1,1970,179
IAU-002997-1,1975,267
IAU-002997-1,1980,351
IAU-002997-1,1985,438
IAU-002997-1,1990,520
IAU-002997-1,1995,650
IAU-002997-1,2000,825
IAU-002997-1,2005,1073
IAU-002997-1,2010,1561
IAU-002997-1,2015,2102
IAU-002997-1,2020,2188
IAU-003005-1,1965,111
IAU-003005-1,1970,160
IAU-003005-1,1975,356
IAU-003005-1,1980,590
IAU-003005-1,1985,791
IAU-003005-1,1990,538
IAU-003005-1,1995,824
IAU-003005-1,2000,1602
IAU-003005-1,2005,2811
IAU-003005-1,2010,4322
IAU-003005-1,2015,5833
IAU-003005-1,2020,6740
IAU-003956-1,1975,117
IAU-003956-1,1980,158
IAU-003956-1,1985,204
IAU-003956-1,1990,263
IAU-003956-1,1995,325
IAU-003956-1,2000,399
IAU-003956-1,2005,498
IAU-003956-1,2010,626
IAU-003956-1,2015,791
IAU-003956-1,2020,949
IAU-008334-1,1990,397
IAU-008334-1,1995,533
IAU-008334-1,2000,776
IAU-008334-1,2005,1074
IAU-008334-1,2010,1496
IAU-008334-1,2015,2008
IAU-008334-1,2020,2243
IAU-008360-1,1965,
IAU-008360-1,1970,1
IAU-008360-1,1975,5
IAU-008360-1,1980,10
IAU-008360-1,1985,12
IAU-008360-1,1990,14
IAU-008360-1,1995,13
IAU-008360-1,2000,15
IAU-008360-1,2005,31
IAU-008360-1,2010,66
IAU-008360-1,2015,118
IAU-008360-1,2020,174
IAU-008366-1,1975,362
IAU-008366-1,1980,630
IAU-008366-1,1985,899
IAU-008366-1,1990,649
IAU-008366-1,1995,830
IAU-008366-1,2000,2225
IAU-008366-1,2005,5525
IAU-008366-1,2010,9650
IAU-008366-1,2015,11680
IAU-008366-1,2020,12314
IAU-008392-1,1980,231
IAU-008392-1,1985,305
IAU-008392-1,1990,411
IAU-008392-1,1995,548
IAU-008392-1,2000,791
IAU-008392-1,2005,1089
IAU-008392-1,2010,1507
IAU-008392-1,2015,2008
IAU-008392-1,2020,2220
IAU-008395-1,2000,768
IAU-008395-1,2005,1066
IAU-008395-1,2010,1490
IAU-008395-1,2015,2008
IAU-008395-1,2020,2256
IAU-009564-1,1995,359
IAU-009564-1,2000,448
IAU-009564-1,2005,567
IAU-009564-1,2010,695
IAU-009564-1,2015,929
IAU-009564-1,2020,1133
IAU-012196-1,1965,
IAU-012196-1,1970,27
IAU-012196-1,1975,80
IAU-012196-1,1980,150
IAU-012196-1,1985,185
IAU-012196-1,1990,221
IAU-012196-1,1995,210
IAU-012196-1,2000,231
IAU-012196-1,2005,478
IAU-012196-1,2010,996
IAU-012196-1,2015,1459
IAU-012196-1,2020,1888
IAU-012215-1,1965,237
IAU-012215-1,1970,250
IAU-012215-1,1975,505
IAU-012215-1,1980,736
IAU-012215-1,1985,841
IAU-012215-1,1990,947
IAU-012215-1,1995,948
IAU-012215-1,2000,1023
IAU-012215-1,2005,1595
IAU-012215-1,2010,2502
IAU-012215-1,2015,3557
IAU-012215-1,2020,3750
IAU-012476-1,1985,302
IAU-012476-1,1990,407
IAU-012476-1,1995,544
IAU-012476-1,2000,787
IAU-012476-1,2005,1085
IAU-012476-1,2010,1504
IAU-012476-1,2015,2008
IAU-012476-1,2020,2226
IAU-012595-1,2015,184
IAU-012595-1,2020,270
IAU-015731-1,1960,
IAU-015731-1,1965,
IAU-015731-1,1970,177
IAU-015731-1,1975,528
IAU-015731-1,1980,982
IAU-015731-1,1985,1210
IAU-015731-1,1990,1448
IAU-015731-1,1995,1373
IAU-015731-1,2000,1515
IAU-015731-1,2005,3128
IAU-015731-1,2010,6512
IAU-015731-1,2015,9544
IAU-015731-1,2020,12348
IAU-015753-1,2010,690
IAU-015753-1,2015,934
IAU-015753-1,2020,1269
IAU-015756-1,2015,936
IAU-015756-1,2020,1157
IAU-016056-1,1975,176
IAU-016056-1,1980,236
IAU-016056-1,1985,311
IAU-016056-1,1990,417
IAU-016056-1,1995,554
IAU-016056-1,2000,798
IAU-016056-1,2005,1096
IAU-016056-1,2010,1511
IAU-016056-1,2015,2008
IAU-016056-1,2020,2210
IAU-016328-1,1970,98
IAU-016328-1,1975,140
IAU-016328-1,1980,188
IAU-016328-1,1985,243
IAU-016328-1,1990,312
IAU-016328-1,1995,383
IAU-016328-1,2000,469
IAU-016328-1,2005,584
IAU-016328-1,2010,707
IAU-016328-1,2015,918
IAU-016328-1,2020,1209
IAU-016550-1,2000,1524
IAU-016550-1,2005,2189
IAU-016550-1,2010,2675
IAU-016550-1,2015,2942
IAU-016550-1,2020,2376
IAU-016932-1,2000,183
IAU-016932-1,2005,379
IAU-016932-1,2010,789
IAU-016932-1,2015,1156
IAU-016932-1,2020,1496
IAU-020023-1,1975,136
IAU-020023-1,1980,183
IAU-020023-1,1985,236
IAU-020023-1,1990,305
IAU-020023-1,1995,377
IAU-020023-1,2000,463
IAU-020023-1,2005,579
IAU-020023-1,2010,704
IAU-020023-1,2015,921
IAU-020023-1,2020,1105
IAU-020027-1,2010,688
IAU-020027-1,2015,935
IAU-020027-1,2020,1156
IAU-020128-1,1965,406
IAU-020128-1,1970,1213
IAU-020128-1,1975,2254
IAU-020128-1,1980,2776
IAU-020128-1,1985,3323
IAU-020128-1,1990,3151
IAU-020128-1,1995,3476
IAU-020128-1,2000,4324
IAU-020128-1,2005,8794
IAU-020128-1,2010,18032
IAU-020128-1,2015,21260
IAU-020128-1,2020,29866
IAU-020137-1,2010,20000
IAU-020137-1,2015,22684
IAU-020137-1,2020,27159
IAU-024113-1,2015,8187
IAU-024113-1,2020,12000
IAU-024209-1,2010,690
IAU-024209-1,2015,934
IAU-024209-1,2020,1151
IAU-024573-1,1965,
IAU-024573-1,1970,5
IAU-024573-1,1975,16
IAU-024573-1,1980,29
IAU-024573-1,1985,36
IAU-024573-1,1990,44
IAU-024573-1,1995,41
IAU-024573-1,2000,46
IAU-024573-1,2005,95
IAU-024573-1,2010,198
IAU-024573-1,2015,355
IAU-024573-1,2020,459
IAU-025626-1,2005,561
IAU-025626-1,2010,690
IAU-025626-1,2015,933
IAU-025626-1,2020,1266
IAU-001150-1,2000,2438
IAU-001150-1,2005,2637
IAU-001150-1,2010,3240
IAU-001150-1,2015,3625
IAU-001150-1,2020,3601
IAU-002805-1,1950,2197
IAU-002805-1,1955,2903
IAU-002805-1,1960,6083
IAU-002805-1,1965,7290
IAU-002805-1,1970,9853
IAU-002805-1,1975,14602
IAU-002805-1,1980,15340
IAU-002805-1,1985,13107
IAU-002805-1,1990,13632
IAU-002805-1,1995,14043
IAU-002805-1,2000,15498
IAU-002805-1,2005,17138
IAU-002805-1,2010,18779
IAU-002805-1,2015,21472
IAU-002805-1,2020,30831
IAU-011193-1,1975,1180
IAU-011193-1,1980,1568
IAU-011193-1,1985,3661
IAU-011193-1,1990,4410
IAU-011193-1,1995,5019
IAU-011193-1,2000,5095
IAU-011193-1,2005,5171
IAU-011193-1,2010,5762
IAU-011193-1,2015,6311
IAU-011193-1,2020,7908
IAU-011194-1,1970,456
IAU-011194-1,1975,650
IAU-011194-1,1980,1745
IAU-011194-1,1985,3949
IAU-011194-1,1990,8029
IAU-011194-1,1995,12089
IAU-011194-1,2000,14605
IAU-011194-1,2005,16877
IAU-011194-1,2010,18912
IAU-011194-1,2015,19449
IAU-011194-1,2020,19749
IAU-011195-1,1955,254
IAU-011195-1,1960,434
IAU-011195-1,1965,634
IAU-011195-1,1970,1521
IAU-011195-1,1975,2447
IAU-011195-1,1980,3372
IAU-011195-1,1985,4298
IAU-011195-1,1990,5223
IAU-011195-1,1995,6149
IAU-011195-1,2000,7074
IAU-011195-1,2005,9295
IAU-011195-1,2010,19725
IAU-011195-1,2015,31450
IAU-011195-1,2020,43175
IAU-011196-1,2000,2433
IAU-011196-1,2005,2634
IAU-011196-1,2010,3238
IAU-011196-1,2015,3625
IAU-011196-1,2020,3605
IAU-011197-1,1965,1230
IAU-011197-1,1970,5842
IAU-011197-1,1975,7290
IAU-011197-1,1980,8937
IAU-011197-1,1985,9613
IAU-011197-1,1990,10749
IAU-011197-1,1995,14808
IAU-011197-1,2000,21337
IAU-011197-1,2005,24937
IAU-011197-1,2010,33052
IAU-011197-1,2015,37073
IAU-011197-1,2020,40626
IAU-011198-1,1985,1200
IAU-011198-1,1990,1629
IAU-011198-1,1995,2047
IAU-011198-1,2000,2497
IAU-011198-1,2005,2685
IAU-011198-1,2010,3270
IAU-011198-1,2015,3624
IAU-011198-1,2020,3553
IAU-011199-1,1970,1232
IAU-011199-1,1975,917
IAU-011199-1,1980,1213
IAU-011199-1,1985,3753
IAU-011199-1,1990,9138
IAU-011199-1,1995,14694
IAU-011199-1,2000,18919
IAU-011199-1,2005,22333
IAU-011199-1,2010,25666
IAU-011199-1,2015,28333
IAU-011199-1,2020,30845
IAU-011201-1,2000,2027
IAU-011201-1,2005,2711
IAU-011201-1,2010,3294
IAU-011201-1,2015,4000
IAU-011201-1,2020,4332
IAU-011202-1,2000,2429
IAU-011202-1,2005,2630
IAU-011202-1,2010,3236
IAU-011202-1,2015,3625
IAU-011202-1,2020,3320
IAU-011203-1,2000,2178
IAU-011203-1,2005,2915
IAU-011203-1,2010,3541
IAU-011203-1,2015,4299
IAU-011203-1,2020,5000
IAU-011204-1,1950,434
IAU-011204-1,1955,558
IAU-011204-1,1960,
IAU-011204-1,1965,
IAU-011204-1,1970,
IAU-011204-1,1975,
IAU-011204-1,1980,
IAU-011204-1,1985,
IAU-011204-1,1990,
IAU-011204-1,1995,
IAU-011204-1,2000,
IAU-011204-1,2005,
IAU-011204-1,2010,
